Pinyin	Bopomofo	IPA	Wade-Giles	GR	Simp.GR	MPS2	Tongyong	Yale
cuī	ㄘㄨㄟ	t͡sʰweɪ˥	ts'ui¹	tsuei	tsui	tsuēi	cuei	tswēi
cuí	ㄘㄨㄟˊ	t͡sʰweɪ˧˥	ts'ui²	tswei	tsuir	tsuéi	cuéi	tswéi
cuǐ	ㄘㄨㄟˇ	t͡sʰweɪ˨˩˦	ts'ui³	tsoei	tsuii	tsuěi	cuěi	tswěi
cuì	ㄘㄨㄟˋ	t͡sʰweɪ˥˩	ts'ui⁴	tsuey	tsuih	tsuèi	cuèi	tswèi
cui	˙ㄘㄨㄟ	t͡sʰweɪ	ts'ui⁵	.tsuei	'tsui	tsuei	cue̊i	tswei
cūn	ㄘㄨㄣ	t͡sʰwən˥	ts'un¹	tsuen	tsun	tsuēn	cun	tswēn
cún	ㄘㄨㄣˊ	t͡sʰwən˧˥	ts'un²	tswen	tsurn	tsuén	cún	tswén
cǔn	ㄘㄨㄣˇ	t͡sʰwən˨˩˦	ts'un³	tsoen	tsuun	tsuěn	cǔn	tswěn
cùn	ㄘㄨㄣˋ	t͡sʰwən˥˩	ts'un⁴	tsuenn	tsuhn	tsuèn	cùn	tswèn
cun	˙ㄘㄨㄣ	t͡sʰwən	ts'un⁵	.tsuen	'tsun	tsuen	cůn	tswen
cuō	ㄘㄨㄛ	t͡sʰwo˥	ts'o¹	tsuo	tsuo	tsuō	cuo	tswō
cuó	ㄘㄨㄛˊ	t͡sʰwo˧˥	ts'o²	tswo	tsuor	tsuó	cuó	tswó
cuǒ	ㄘㄨㄛˇ	t͡sʰwo˨˩˦	ts'o³	tsuoo	tsuoo	tsuǒ	cuǒ	tswǒ
cuò	ㄘㄨㄛˋ	t͡sʰwo˥˩	ts'o⁴	tsuoh	tsuoh	tsuò	cuò	tswò
cuo	˙ㄘㄨㄛ	t͡sʰwo	ts'o⁵	.tsuo	'tsuo	tsuo	cuo̊	tswo
dā	ㄉㄚ	ta˥	ta¹	da	da	dā	da	dā
dá	ㄉㄚˊ	ta˧˥	ta²	dar	dar	dá	dá	dá
dǎ	ㄉㄚˇ	ta˨˩˦	ta³	daa	daa	dǎ	dǎ	dǎ
dà	ㄉㄚˋ	ta˥˩	ta⁴	dah	dah	dà	dà	dà
da	˙ㄉㄚ	ta	ta⁵	.da	'da	da	då	da
dāi	ㄉㄞ	taɪ˥	tai¹	dai	dai	dāi	dai	dāi
dái	ㄉㄞˊ	taɪ˧˥	tai²	dair	dair	dái	dái	dái
dǎi	ㄉㄞˇ	taɪ˨˩˦	tai³	dae	daii	dǎi	dǎi	dǎi
dài	ㄉㄞˋ	taɪ˥˩	tai⁴	day	daih	dài	dài	dài
dai	˙ㄉㄞ	taɪ	tai⁵	.dai	'dai	dai	dåi	dai
dān	ㄉㄢ	tan˥	tan¹	dan	dan	dān	dan	dān
dán	ㄉㄢˊ	tan˧˥	tan²	darn	darn	dán	dán	dán
dǎn	ㄉㄢˇ	tan˨˩˦	tan³	daan	daan	dǎn	dǎn	dǎn
dàn	ㄉㄢˋ	tan˥˩	tan⁴	dann	dahn	dàn	dàn	dàn
dan	˙ㄉㄢ	tan	tan⁵	.dan	'dan	dan	dån	dan
dāng	ㄉㄤ	tɑŋ˥	tang¹	dang	dang	dāng	dang	dāng
dáng	ㄉㄤˊ	tɑŋ˧˥	tang²	darng	darng	dáng	dáng	dáng
dǎng	ㄉㄤˇ	tɑŋ˨˩˦	tang³	daang	daang	dǎng	dǎng	dǎng
dàng	ㄉㄤˋ	tɑŋ˥˩	tang⁴	danq	dahng	dàng	dàng	dàng
dang	˙ㄉㄤ	tɑŋ	tang⁵	.dang	'dang	dang	dång	dang
dāo	ㄉㄠ	tɑʊ˥	tao¹	dau	dau	dāu	dao	dāu
dáo	ㄉㄠˊ	tɑʊ˧˥	tao²	daur	daur	dáu	dáo	dáu
dǎo	ㄉㄠˇ	tɑʊ˨˩˦	tao³	dao	daau	dǎu	dǎo	dǎu
dào	ㄉㄠˋ	tɑʊ˥˩	tao⁴	daw	dauh	dàu	dào	dàu
dao	˙ㄉㄠ	tɑʊ	tao⁵	.dau	'dau	dau	dåo	dau
dē	ㄉㄜ	tɤ˥	te¹	de	de	dē	de	dē
dé	ㄉㄜˊ	tɤ˧˥	te²	der	der	dé	dé	dé
dě	ㄉㄜˇ	tɤ˨˩˦	te³	dee	dee	dě	dě	dě
dè	ㄉㄜˋ	tɤ˥˩	te⁴	deh	deh	dè	dè	dè
de	˙ㄉㄜ	tɤ	te⁵	.de	'de	de	de̊	de
dēi	ㄉㄟ	teɪ˥	tei¹	dei	dei	dēi	dei	dēi
déi	ㄉㄟˊ	teɪ˧˥	tei²	deir	deir	déi	déi	déi
děi	ㄉㄟˇ	teɪ˨˩˦	tei³	deei	deii	děi	děi	děi
dèi	ㄉㄟˋ	teɪ˥˩	tei⁴	dey	deih	dèi	dèi	dèi
dei	˙ㄉㄟ	teɪ	tei⁵	.dei	'dei	dei	de̊i	dei
dēn	ㄉㄣ	tən˥	ten¹	dhen	den	dēn	den	dēn
dén	ㄉㄣˊ	tən˧˥	ten²	den	dern	dén	dén	dén
děn	ㄉㄣˇ	tən˨˩˦	ten³	deen	deen	děn	děn	děn
dèn	ㄉㄣˋ	tən˥˩	ten⁴	denn	dehn	dèn	dèn	dèn
den	˙ㄉㄣ	tən	ten⁵	.dhen	'den	den	de̊n	den
dēng	ㄉㄥ	tɤŋ˥	teng¹	deng	deng	dēng	deng	dēng
déng	ㄉㄥˊ	tɤŋ˧˥	teng²	derng	derng	déng	déng	déng
děng	ㄉㄥˇ	tɤŋ˨˩˦	teng³	deeng	deeng	děng	děng	děng
dèng	ㄉㄥˋ	tɤŋ˥˩	teng⁴	denq	dehng	dèng	dèng	dèng
deng	˙ㄉㄥ	tɤŋ	teng⁵	.deng	'deng	deng	de̊ng	deng
dī	ㄉㄧ	ti˥	ti¹	di	di	dī	di	dī
dí	ㄉㄧˊ	ti˧˥	ti²	dyi	dir	dí	dí	dí
dǐ	ㄉㄧˇ	ti˨˩˦	ti³	dii	dii	dǐ	dǐ	dǐ
dì	ㄉㄧˋ	ti˥˩	ti⁴	dih	dih	dì	dì	dì
di	˙ㄉㄧ	ti	ti⁵	.di	'di	di	di̊	di
diā	ㄉㄧㄚ	tja˥	tia¹	dia	dia	diā	dia	dyā
diá	ㄉㄧㄚˊ	tja˧˥	tia²	diar	diar	diá	diá	dyá
diǎ	ㄉㄧㄚˇ	tja˨˩˦	tia³	diaa	diaa	diǎ	diǎ	dyǎ
dià	ㄉㄧㄚˋ	tja˥˩	tia⁴	diah	diah	dià	dià	dyà
dia	˙ㄉㄧㄚ	tja	tia⁵	.dia	'dia	dia	diå	dya
diān	ㄉㄧㄢ	tjɛn˥	tien¹	dian	dian	diān	dian	dyān
dián	ㄉㄧㄢˊ	tjɛn˧˥	tien²	dyan	diarn	dián	dián	dyán
diǎn	ㄉㄧㄢˇ	tjɛn˨˩˦	tien³	dean	diaan	diǎn	diǎn	dyǎn
diàn	ㄉㄧㄢˋ	tjɛn˥˩	tien⁴	diann	diahn	diàn	diàn	dyàn
dian	˙ㄉㄧㄢ	tjɛn	tien⁵	.dian	'dian	dian	diån	dyan
diāo	ㄉㄧㄠ	tjɑʊ˥	tiao¹	diau	diau	diāu	diao	dyāu
diáo	ㄉㄧㄠˊ	tjɑʊ˧˥	tiao²	dyau	diaur	diáu	diáo	dyáu
diǎo	ㄉㄧㄠˇ	tjɑʊ˨˩˦	tiao³	deau	diaau	diǎu	diǎo	dyǎu
diào	ㄉㄧㄠˋ	tjɑʊ˥˩	tiao⁴	diaw	diauh	diàu	diào	dyàu
diao	˙ㄉㄧㄠ	tjɑʊ	tiao⁵	.diau	'diau	diau	diåo	dyau
diē	ㄉㄧㄝ	tjɛ˥	tieh¹	die	die	diē	die	dyē
dié	ㄉㄧㄝˊ	tjɛ˧˥	tieh²	dye	dier	dié	dié	dyé
diě	ㄉㄧㄝˇ	tjɛ˨˩˦	tieh³	diee	diee	diě	diě	dyě
diè	ㄉㄧㄝˋ	tjɛ˥˩	tieh⁴	dieh	dieh	diè	diè	dyè
die	˙ㄉㄧㄝ	tjɛ	tieh⁵	.die	'die	die	die̊	dye
dīng	ㄉㄧㄥ	tiŋ˥	ting¹	ding	ding	dīng	ding	dīng
díng	ㄉㄧㄥˊ	tiŋ˧˥	ting²	dyng	dirng	díng	díng	díng
dǐng	ㄉㄧㄥˇ	tiŋ˨˩˦	ting³	diing	diing	dǐng	dǐng	dǐng
dìng	ㄉㄧㄥˋ	tiŋ˥˩	ting⁴	dinq	dihng	dìng	dìng	dìng
ding	˙ㄉㄧㄥ	tiŋ	ting⁵	.ding	'ding	ding	di̊ng	ding
diū	ㄉㄧㄡ	tjoʊ˥	tiu¹	diou	diu	diōu	diou	dyōu
diú	ㄉㄧㄡˊ	tjoʊ˧˥	tiu²	dyou	diur	dióu	dióu	dyóu
diǔ	ㄉㄧㄡˇ	tjoʊ˨˩˦	tiu³	deou	diuu	diǒu	diǒu	dyǒu
diù	ㄉㄧㄡˋ	tjoʊ˥˩	tiu⁴	diow	diuh	diòu	diòu	dyòu
diu	˙ㄉㄧㄡ	tjoʊ	tiu⁵	.diou	'diu	diou	dio̊u	dyou
dōng	ㄉㄨㄥ	tʊŋ˥	tung¹	dong	dung	dūng	dong	dūng
dóng	ㄉㄨㄥˊ	tʊŋ˧˥	tung²	dorng	durng	dúng	dóng	dúng
dǒng	ㄉㄨㄥˇ	tʊŋ˨˩˦	tung³	doong	duung	dǔng	dǒng	dǔng
dòng	ㄉㄨㄥˋ	tʊŋ˥˩	tung⁴	donq	duhng	dùng	dòng	dùng
dong	˙ㄉㄨㄥ	tʊŋ	tung⁵	.dong	'dong	dung	do̊ng	dung
dōu	ㄉㄡ	toʊ˥	tou¹	dou	dou	dōu	dou	dōu
dóu	ㄉㄡˊ	toʊ˧˥	tou²	dour	dour	dóu	dóu	dóu
dǒu	ㄉㄡˇ	toʊ˨˩˦	tou³	doou	doou	dǒu	dǒu	dǒu
dòu	ㄉㄡˋ	toʊ˥˩	tou⁴	dow	douh	dòu	dòu	dòu
dou	˙ㄉㄡ	toʊ	tou⁵	.dou	'dou	dou	do̊u	dou
dū	ㄉㄨ	tu˥	tu¹	du	du	dū	du	dū
dú	ㄉㄨˊ	tu˧˥	tu²	dwu	dur	dú	dú	dú
dǔ	ㄉㄨˇ	tu˨˩˦	tu³	duu	duu	dǔ	dǔ	dǔ
dù	ㄉㄨˋ	tu˥˩	tu⁴	duh	duh	dù	dù	dù
du	˙ㄉㄨ	tu	tu⁵	.du	'du	du	dů	du
duān	ㄉㄨㄢ	twan˥	tuan¹	duan	duan	duān	duan	dwān
duán	ㄉㄨㄢˊ	twan˧˥	tuan²	dwan	duarn	duán	duán	dwán
duǎn	ㄉㄨㄢˇ	twan˨˩˦	tuan³	doan	duaan	duǎn	duǎn	dwǎn
duàn	ㄉㄨㄢˋ	twan˥˩	tuan⁴	duann	duahn	duàn	duàn	dwàn
duan	˙ㄉㄨㄢ	twan	tuan⁵	.duan	'duan	duan	duån	dwan
duī	ㄉㄨㄟ	tweɪ˥	tui¹	duei	dui	duēi	duei	dwēi
duí	ㄉㄨㄟˊ	tweɪ˧˥	tui²	dwei	duir	duéi	duéi	dwéi
duǐ	ㄉㄨㄟˇ	tweɪ˨˩˦	tui³	doei	duii	duěi	duěi	dwěi
duì	ㄉㄨㄟˋ	tweɪ˥˩	tui⁴	duey	duih	duèi	duèi	dwèi
dui	˙ㄉㄨㄟ	tweɪ	tui⁵	.duei	'dui	duei	due̊i	dwei
dūn	ㄉㄨㄣ	twən˥	tun¹	duen	dun	duēn	dun	dwēn
dún	ㄉㄨㄣˊ	twən˧˥	tun²	dwen	durn	duén	dún	dwén
dǔn	ㄉㄨㄣˇ	twən˨˩˦	tun³	doen	duun	duěn	dǔn	dwěn
dùn	ㄉㄨㄣˋ	twən˥˩	tun⁴	duenn	duhn	duèn	dùn	dwèn
dun	˙ㄉㄨㄣ	twən	tun⁵	.duen	'dun	duen	důn	dwen
duō	ㄉㄨㄛ	two˥	to¹	duo	duo	duō	duo	dwō
duó	ㄉㄨㄛˊ	two˧˥	to²	dwo	duor	duó	duó	dwó
duǒ	ㄉㄨㄛˇ	two˨˩˦	to³	duoo	duoo	duǒ	duǒ	dwǒ
duò	ㄉㄨㄛˋ	two˥˩	to⁴	duoh	duoh	duò	duò	dwò
duo	˙ㄉㄨㄛ	two	to⁵	.duo	'duo	duo	duo̊	dwo
ē	ㄜ	ɤ˥	e¹	e	e	ē	e	ē
é	ㄜˊ	ɤ˧˥	e²	er	er	é	é	é
ě	ㄜˇ	ɤ˨˩˦	e³	ee	ee	ě	ě	ě
è	ㄜˋ	ɤ˥˩	e⁴	eh	eh	è	è	è
e	˙ㄜ	ɤ	e⁵	.e	'e	e	e̊	e
ê̄	ㄝ	ɛ˥	eh¹	è	-e	ê̄	ê	ê̄
ế	ㄝˊ	ɛ˧˥	eh²	èr	-e	ế	ế	ế
ê̌	ㄝˇ	ɛ˨˩˦	eh³	èe	-e	ê̌	ê̌	ê̌
ề	ㄝˋ	ɛ˥˩	eh⁴	èh	-e	ề	ề	ề
ê	˙ㄝ	ɛ	eh⁵	.è	'-e	ê	ê̊	ê
ēi	ㄟ	eɪ˥	ei¹	ei	ei	ēi	ei	ēi
éi	ㄟˊ	eɪ˧˥	ei²	eir	eir	éi	éi	éi
ěi	ㄟˇ	eɪ˨˩˦	ei³	eei	eii	ěi	ěi	ěi
èi	ㄟˋ	eɪ˥˩	ei⁴	ey	eih	èi	èi	èi
ei	˙ㄟ	eɪ	ei⁵	.ei	'ei	ei	e̊i	ei
ēn	ㄣ	ən˥	en¹	en	en	ēn	en	ēn
én	ㄣˊ	ən˧˥	en²	ern	ern	én	én	én
ěn	ㄣˇ	ən˨˩˦	en³	een	een	ěn	ěn	ěn
èn	ㄣˋ	ən˥˩	en⁴	enn	ehn	èn	èn	èn
en	˙ㄣ	ən	en⁵	.en	'en	en	e̊n	en
ēng	ㄥ	ɤŋ˥	eng¹	eng	eng	ēng	eng	ēng
éng	ㄥˊ	ɤŋ˧˥	eng²	erng	erng	éng	éng	éng
ěng	ㄥˇ	ɤŋ˨˩˦	eng³	eeng	eeng	ěng	ěng	ěng
èng	ㄥˋ	ɤŋ˥˩	eng⁴	enq	ehng	èng	èng	èng
eng	˙ㄥ	ɤŋ	eng⁵	.eng	'eng	eng	e̊ng	eng
ēr	ㄦ	əɻ˥	erh¹	el	el	ēr	er	ēr
ér	ㄦˊ	əɻ˧˥	erh²	erl	erl	ér	ér	ér
ěr	ㄦˇ	əɻ˨˩˦	erh³	eel	eel	ěr	ěr	ěr
èr	ㄦˋ	əɻ˥˩	erh⁴	ell	ehl	èr	èr	èr
er	˙ㄦ	əɻ	erh⁵	.el	'er	er	e̊r	er
fā	ㄈㄚ	fa˥	fa¹	fa	fa	fā	fa	fā
fá	ㄈㄚˊ	fa˧˥	fa²	far	far	fá	fá	fá
fǎ	ㄈㄚˇ	fa˨˩˦	fa³	faa	faa	fǎ	fǎ	fǎ
fà	ㄈㄚˋ	fa˥˩	fa⁴	fah	fah	fà	fà	fà
fa	˙ㄈㄚ	fa	fa⁵	.fa	'fa	fa	få	fa
fān	ㄈㄢ	fan˥	fan¹	fan	fan	fān	fan	fān
fán	ㄈㄢˊ	fan˧˥	fan²	farn	farn	fán	fán	fán
fǎn	ㄈㄢˇ	fan˨˩˦	fan³	faan	faan	fǎn	fǎn	fǎn
fàn	ㄈㄢˋ	fan˥˩	fan⁴	fann	fahn	fàn	fàn	fàn
fan	˙ㄈㄢ	fan	fan⁵	.fan	'fan	fan	fån	fan
fāng	ㄈㄤ	fɑŋ˥	fang¹	fang	fang	fāng	fang	fāng
fáng	ㄈㄤˊ	fɑŋ˧˥	fang²	farng	farng	fáng	fáng	fáng
fǎng	ㄈㄤˇ	fɑŋ˨˩˦	fang³	faang	faang	fǎng	fǎng	fǎng
fàng	ㄈㄤˋ	fɑŋ˥˩	fang⁴	fanq	fahng	fàng	fàng	fàng
fang	˙ㄈㄤ	fɑŋ	fang⁵	.fang	'fang	fang	fång	fang
fēi	ㄈㄟ	feɪ˥	fei¹	fei	fei	fēi	fei	fēi
féi	ㄈㄟˊ	feɪ˧˥	fei²	feir	feir	féi	féi	féi
fěi	ㄈㄟˇ	feɪ˨˩˦	fei³	feei	feii	fěi	fěi	fěi
fèi	ㄈㄟˋ	feɪ˥˩	fei⁴	fey	feih	fèi	fèi	fèi
fei	˙ㄈㄟ	feɪ	fei⁵	.fei	'fei	fei	fe̊i	fei
fēn	ㄈㄣ	fən˥	fen¹	fen	fen	fēn	fen	fēn
fén	ㄈㄣˊ	fən˧˥	fen²	fern	fern	fén	fén	fén
fěn	ㄈㄣˇ	fən˨˩˦	fen³	feen	feen	fěn	fěn	fěn
fèn	ㄈㄣˋ	fən˥˩	fen⁴	fenn	fehn	fèn	fèn	fèn
fen	˙ㄈㄣ	fən	fen⁵	.fen	'fen	fen	fe̊n	fen
fēng	ㄈㄥ	fɤŋ˥	feng¹	feng	feng	fēng	fong	fēng
féng	ㄈㄥˊ	fɤŋ˧˥	feng²	ferng	ferng	féng	fóng	féng
fěng	ㄈㄥˇ	fɤŋ˨˩˦	feng³	feeng	feeng	fěng	fǒng	fěng
fèng	ㄈㄥˋ	fɤŋ˥˩	feng⁴	fenq	fehng	fèng	fòng	fèng
feng	˙ㄈㄥ	fɤŋ	feng⁵	.feng	'feng	feng	fo̊ng	feng
fō	ㄈㄛ	fo˥	fo¹	fo	fo	fō	fo	fwō
fó	ㄈㄛˊ	fo˧˥	fo²	for	for	fó	fó	fwó
fǒ	ㄈㄛˇ	fo˨˩˦	fo³	foo	foo	fǒ	fǒ	fwǒ
fò	ㄈㄛˋ	fo˥˩	fo⁴	foh	foh	fò	fò	fwò
fo	˙ㄈㄛ	fo	fo⁵	.fo	'fo	fo	fo̊	fwo
fōu	ㄈㄡ	foʊ˥	fou¹	fou	fou	fōu	fou	fōu
fóu	ㄈㄡˊ	foʊ˧˥	fou²	four	four	fóu	fóu	fóu
fǒu	ㄈㄡˇ	foʊ˨˩˦	fou³	foou	foou	fǒu	fǒu	fǒu
fòu	ㄈㄡˋ	foʊ˥˩	fou⁴	fow	fouh	fòu	fòu	fòu
fou	˙ㄈㄡ	foʊ	fou⁵	.fou	'fou	fou	fo̊u	fou
fū	ㄈㄨ	fʋ̩˥	fu¹	fu	fu	fū	fu	fū
fú	ㄈㄨˊ	fʋ̩˧˥	fu²	fwu	fur	fú	fú	fú
fǔ	ㄈㄨˇ	fʋ̩˨˩˦	fu³	fuu	fuu	fǔ	fǔ	fǔ
fù	ㄈㄨˋ	fʋ̩˥˩	fu⁴	fuh	fuh	fù	fù	fù
fu	˙ㄈㄨ	fʋ̩	fu⁵	.fu	'fu	fu	fů	fu
gā	ㄍㄚ	ka˥	ka¹	ga	ga	gā	ga	gā
gá	ㄍㄚˊ	ka˧˥	ka²	gar	gar	gá	gá	gá
gǎ	ㄍㄚˇ	ka˨˩˦	ka³	gaa	gaa	gǎ	gǎ	gǎ
gà	ㄍㄚˋ	ka˥˩	ka⁴	gah	gah	gà	gà	gà
ga	˙ㄍㄚ	ka	ka⁵	.ga	'ga	ga	gå	ga
gāi	ㄍㄞ	kaɪ˥	kai¹	gai	gai	gāi	gai	gāi
gái	ㄍㄞˊ	kaɪ˧˥	kai²	gair	gair	gái	gái	gái
gǎi	ㄍㄞˇ	kaɪ˨˩˦	kai³	gae	gaii	gǎi	gǎi	gǎi
gài	ㄍㄞˋ	kaɪ˥˩	kai⁴	gay	gaih	gài	gài	gài
gai	˙ㄍㄞ	kaɪ	kai⁵	.gai	'gai	gai	gåi	gai
gān	ㄍㄢ	kan˥	kan¹	gan	gan	gān	gan	gān
gán	ㄍㄢˊ	kan˧˥	kan²	garn	garn	gán	gán	gán
gǎn	ㄍㄢˇ	kan˨˩˦	kan³	gaan	gaan	gǎn	gǎn	gǎn
gàn	ㄍㄢˋ	kan˥˩	kan⁴	gann	gahn	gàn	gàn	gàn
gan	˙ㄍㄢ	kan	kan⁵	.gan	'gan	gan	gån	gan
gāng	ㄍㄤ	kɑŋ˥	kang¹	gang	gang	gāng	gang	gāng
gáng	ㄍㄤˊ	kɑŋ˧˥	kang²	garng	garng	gáng	gáng	gáng
gǎng	ㄍㄤˇ	kɑŋ˨˩˦	kang³	gaang	gaang	gǎng	gǎng	gǎng
gàng	ㄍㄤˋ	kɑŋ˥˩	kang⁴	ganq	gahng	gàng	gàng	gàng
gang	˙ㄍㄤ	kɑŋ	kang⁵	.gang	'gang	gang	gång	gang
gāo	ㄍㄠ	kɑʊ˥	kao¹	gau	gau	gāu	gao	gāu
gáo	ㄍㄠˊ	kɑʊ˧˥	kao²	gaur	gaur	gáu	gáo	gáu
gǎo	ㄍㄠˇ	kɑʊ˨˩˦	kao³	gao	gaau	gǎu	gǎo	gǎu
gào	ㄍㄠˋ	kɑʊ˥˩	kao⁴	gaw	gauh	gàu	gào	gàu
gao	˙ㄍㄠ	kɑʊ	kao⁵	.gau	'gau	gau	gåo	gau
gē	ㄍㄜ	kɤ˥	ko¹	ge	ge	gē	ge	gē
gé	ㄍㄜˊ	kɤ˧˥	ko²	ger	ger	gé	gé	gé
gě	ㄍㄜˇ	kɤ˨˩˦	ko³	gee	gee	gě	gě	gě
gè	ㄍㄜˋ	kɤ˥˩	ko⁴	geh	geh	gè	gè	gè
ge	˙ㄍㄜ	kɤ	ko⁵	.ge	'ge	ge	ge̊	ge
gēi	ㄍㄟ	keɪ˥	kei¹	gei	gei	gēi	gei	gēi
géi	ㄍㄟˊ	keɪ˧˥	kei²	geir	geir	géi	géi	géi
gěi	ㄍㄟˇ	keɪ˨˩˦	kei³	geei	geii	gěi	gěi	gěi
gèi	ㄍㄟˋ	keɪ˥˩	kei⁴	gey	geih	gèi	gèi	gèi
gei	˙ㄍㄟ	keɪ	kei⁵	.gei	'gei	gei	ge̊i	gei
gēn	ㄍㄣ	kən˥	ken¹	gen	gen	gēn	gen	gēn
gén	ㄍㄣˊ	kən˧˥	ken²	gern	gern	gén	gén	gén
gěn	ㄍㄣˇ	kən˨˩˦	ken³	geen	geen	gěn	gěn	gěn
gèn	ㄍㄣˋ	kən˥˩	ken⁴	genn	gehn	gèn	gèn	gèn
gen	˙ㄍㄣ	kən	ken⁵	.gen	'gen	gen	ge̊n	gen
gēng	ㄍㄥ	kɤŋ˥	keng¹	geng	geng	gēng	geng	gēng
géng	ㄍㄥˊ	kɤŋ˧˥	keng²	gerng	gerng	géng	géng	géng
gěng	ㄍㄥˇ	kɤŋ˨˩˦	keng³	geeng	geeng	gěng	gěng	gěng
gèng	ㄍㄥˋ	kɤŋ˥˩	keng⁴	genq	gehng	gèng	gèng	gèng
geng	˙ㄍㄥ	kɤŋ	keng⁵	.geng	'geng	geng	ge̊ng	geng
gōng	ㄍㄨㄥ	kʊŋ˥	kung¹	gong	gung	gūng	gong	gūng
góng	ㄍㄨㄥˊ	kʊŋ˧˥	kung²	gorng	gurng	gúng	góng	gúng
gǒng	ㄍㄨㄥˇ	kʊŋ˨˩˦	kung³	goong	guung	gǔng	gǒng	gǔng
gòng	ㄍㄨㄥˋ	kʊŋ˥˩	kung⁴	gonq	guhng	gùng	gòng	gùng
gong	˙ㄍㄨㄥ	kʊŋ	kung⁵	.gong	'gong	gung	go̊ng	gung
gōu	ㄍㄡ	koʊ˥	kou¹	gou	gou	gōu	gou	gōu
góu	ㄍㄡˊ	koʊ˧˥	kou²	gour	gour	góu	góu	góu
gǒu	ㄍㄡˇ	koʊ˨˩˦	kou³	goou	goou	gǒu	gǒu	gǒu
gòu	ㄍㄡˋ	koʊ˥˩	kou⁴	gow	gouh	gòu	gòu	gòu
gou	˙ㄍㄡ	koʊ	kou⁵	.gou	'gou	gou	go̊u	gou
gū	ㄍㄨ	ku˥	ku¹	gu	gu	gū	gu	gū
gú	ㄍㄨˊ	ku˧˥	ku²	gwu	gur	gú	gú	gú
gǔ	ㄍㄨˇ	ku˨˩˦	ku³	guu	guu	gǔ	gǔ	gǔ
gù	ㄍㄨˋ	ku˥˩	ku⁴	guh	guh	gù	gù	gù
gu	˙ㄍㄨ	ku	ku⁵	.gu	'gu	gu	gů	gu
guā	ㄍㄨㄚ	kwa˥	kua¹	gua	gua	guā	gua	gwā
guá	ㄍㄨㄚˊ	kwa˧˥	kua²	gwa	guar	guá	guá	gwá
guǎ	ㄍㄨㄚˇ	kwa˨˩˦	kua³	goa	guaa	guǎ	guǎ	gwǎ
guà	ㄍㄨㄚˋ	kwa˥˩	kua⁴	guah	guah	guà	guà	gwà
gua	˙ㄍㄨㄚ	kwa	kua⁵	.gua	'gua	gua	guå	gwa
guāi	ㄍㄨㄞ	kwaɪ˥	kuai¹	guai	guai	guāi	guai	gwāi
guái	ㄍㄨㄞˊ	kwaɪ˧˥	kuai²	gwai	guair	guái	guái	gwái
guǎi	ㄍㄨㄞˇ	kwaɪ˨˩˦	kuai³	goai	guaii	guǎi	guǎi	gwǎi
guài	ㄍㄨㄞˋ	kwaɪ˥˩	kuai⁴	guay	guaih	guài	guài	gwài
guai	˙ㄍㄨㄞ	kwaɪ	kuai⁵	.guai	'guai	guai	guåi	gwai
guān	ㄍㄨㄢ	kwan˥	kuan¹	guan	guan	guān	guan	gwān
guán	ㄍㄨㄢˊ	kwan˧˥	kuan²	gwan	guarn	guán	guán	gwán
guǎn	ㄍㄨㄢˇ	kwan˨˩˦	kuan³	goan	guaan	guǎn	guǎn	gwǎn
guàn	ㄍㄨㄢˋ	kwan˥˩	kuan⁴	guann	guahn	guàn	guàn	gwàn
guan	˙ㄍㄨㄢ	kwan	kuan⁵	.guan	'guan	guan	guån	gwan
guāng	ㄍㄨㄤ	kwɑŋ˥	kuang¹	guang	guang	guāng	guang	gwāng
guáng	ㄍㄨㄤˊ	kwɑŋ˧˥	kuang²	gwang	guarng	guáng	guáng	gwáng
guǎng	ㄍㄨㄤˇ	kwɑŋ˨˩˦	kuang³	goang	guaang	guǎng	guǎng	gwǎng
guàng	ㄍㄨㄤˋ	kwɑŋ˥˩	kuang⁴	guanq	guahng	guàng	guàng	gwàng
guang	˙ㄍㄨㄤ	kwɑŋ	kuang⁵	.guang	'guang	guang	guång	gwang
guī	ㄍㄨㄟ	kweɪ˥	kuei¹	guei	gui	guēi	guei	gwēi
guí	ㄍㄨㄟˊ	kweɪ˧˥	kuei²	gwei	guir	guéi	guéi	gwéi
guǐ	ㄍㄨㄟˇ	kweɪ˨˩˦	kuei³	goei	guii	guěi	guěi	gwěi
guì	ㄍㄨㄟˋ	kweɪ˥˩	kuei⁴	guey	guih	guèi	guèi	gwèi
gui	˙ㄍㄨㄟ	kweɪ	kuei⁵	.guei	'gui	guei	gue̊i	gwei
gūn	ㄍㄨㄣ	kwən˥	kun¹	guen	gun	guēn	gun	gwūn
gún	ㄍㄨㄣˊ	kwən˧˥	kun²	gwen	gurn	guén	gún	gwún
gǔn	ㄍㄨㄣˇ	kwən˨˩˦	kun³	goen	guun	guěn	gǔn	gwǔn
gùn	ㄍㄨㄣˋ	kwən˥˩	kun⁴	guenn	guhn	guèn	gùn	gwùn
gun	˙ㄍㄨㄣ	kwən	kun⁵	.guen	'gun	guen	gůn	gwun
guō	ㄍㄨㄛ	kwo˥	kuo¹	guo	guo	guō	guo	gwō
guó	ㄍㄨㄛˊ	kwo˧˥	kuo²	gwo	guor	guó	guó	gwó
guǒ	ㄍㄨㄛˇ	kwo˨˩˦	kuo³	guoo	guoo	guǒ	guǒ	gwǒ
